,index,timePeriod,processedText
5829,2699,1830-01-01,hadthought duty state thus much reverend prelate trust hear reverend prelate dissenter deprive advantage education university
5830,5611,1830-01-01,question certain judicial inquiry make people satisfy inquiry inquiry necessary
5831,3495,1830-01-01,look declaration deep disgust speaker
5832,284,1830-01-01,seek make body sovereign legislative assembly intend supersede king lord common intend give imperial legislature best mean learn wish people actual want matter government
5833,6779,1830-01-01,noble earl likewise give principle bill tell lordship agree second reading bill word acknowledge principle admit considerable reform require common parliament
5834,8057,1830-01-01,intelligent respectable opulent class community possess property
5835,2933,1830-01-01,numerous poor place expenditure supply necessity keep dyke
5836,3447,1830-01-01,whole revenue ireland effect add l
5837,8380,1830-01-01,exactly understand
5838,4243,1830-01-01,shaw understand midleton omit belturbet keep inasmuch appear list report midleton belturbet
5839,71,1830-01-01,fault
5840,8791,1830-01-01,endeavour vindicate conduct allege impel strong sense defective constitution present tribunal trial election seek effect remedy evil stimulate public
5841,7704,1830-01-01,alexander appear common sufficiently attend distress country
5842,1690,1830-01-01,charles nd james nd receive letter denization press monarch refuse violate
5843,5233,1830-01-01,great labour impose committee ask help delay report
5844,5499,1830-01-01,decision commission come safe consider divorce perfect act parliament
5845,738,1830-01-01,acquit intention doubt men wish heartily
5846,1238,1830-01-01,depend manner confinement
5847,6242,1830-01-01,
5848,1507,1830-01-01,
5849,8849,1830-01-01,
5850,7598,1830-01-01,come individual yet year saw l
5851,9533,1830-01-01,wish know course
5852,2986,1830-01-01,lord althorp understand solemn denial
5853,8987,1830-01-01,duty minister feel consistent public faith submit approval
5854,1503,1830-01-01,sit beg make single observation respect fell
5855,1115,1830-01-01,really seriously bring charge sustain manner describe allow experience afford parallel mode discussion
5856,2512,1830-01-01,occasion
5857,5595,1830-01-01,additional force certainly necessary purpose
5858,205,1840-01-01,lord advocate make appointment regarded scotland england tidd pratt discharge duty many year
5859,1924,1840-01-01,argue precise measure late government adopt contend principle admit foreign sugar compete produce dominion shape admit
5860,8230,1840-01-01,act lay certain rule amount profit assess person imputation truth honour make return false idea correct dispute
5861,8303,1840-01-01,point felt bound make remark subject naval construction
5862,4809,1840-01-01,authority refer bill person question parliament
5863,7136,1840-01-01,become important question ask noble lord consider inquiry withdraw dry resource
5864,4824,1840-01-01,public generally strong feeling kind proposal make increase mean national defence government day common fairly represent country
5865,7332,1840-01-01,noble marquess conclude move order day read
5866,4706,1840-01-01,
5867,3355,1840-01-01,consequence payment bet refuse action bring try lord mansfield plaintiff recover make new trial court refuse interfere verdict
5868,2052,1840-01-01,look unequal number ireland possess unequal franchise fatal delay emancipation act also fearful way trial carry
5869,8544,1840-01-01,hear parisian agitator certainly deserve name statesman great talk foreigner rule lombardy german aggrieve italy yoke
5870,2105,1840-01-01,
5871,6475,1840-01-01,find difficulty prevail affect obey law land
5872,4492,1840-01-01,vote favour principle bill stand therefore move bill withdraw
5873,2064,1840-01-01,sufficient regard speak contrary experience manifest sufficiency common hitherto well court kingdom
5874,5434,1840-01-01,instance specie legislation irish tenant compensation bill introduce parliament lord stanley hear single person connect ireland express word approbation government warn adopt precisely similar course regard present bill
5875,288,1840-01-01,
5876,8674,1840-01-01,goulburn event day government bill precedence leave
5877,3721,1840-01-01,earl grey paper library lordship noble lord residence morrow refer thorn detail
5878,1160,1840-01-01,plumptre point necessary call attention use railroad lord day
5879,7353,1840-01-01,inverness consequence railway speculation small borrowed capital suffer state thing correct
5880,2522,1840-01-01,rather whole lam content distribution make authority canada abstract ground settlement best make
5881,2990,1840-01-01,nothing treaty perfectly justifiable bear letter treaty conduct party long series year case liable imputation noble oppose
5882,2050,1840-01-01,allow past disturb earnestness sincerity support
5883,2441,1840-01-01,talk whig job something bad chartist cant something cant talk increase public burthen matter shilling add
5884,6403,1840-01-01,chancellor exchequer
5885,3034,1840-01-01,wish know increase standing army
5886,4777,1840-01-01,best security impartiality act face country know eye public conduct scrutinize
5887,7945,1840-01-01,reference fall
5888,3301,1840-01-01,also
5889,9245,1840-01-01,wish diminish expense attend proceeding election committee far propose limit number agent attorney employ alter whole machinery system
5890,3989,1840-01-01,state law lordship allow continue hop restoration public tranquillity ireland
5891,2444,1840-01-01,therefore reasonably attribute mere want money want stringent reform college maynooth exhibit disgraceful picture draw
5892,1239,1840-01-01,stockport state great advantage arise make immediate alteration
5893,6632,1840-01-01,baronet cordially second
5894,3902,1840-01-01,act form endow subsequent subordinate property individual establish general principle seem coeval society body civil instrument fabricate legislature specific purpose preserve beneficial amend impair reject become useless injurious
5895,5538,1840-01-01,
5896,6772,1840-01-01,harwich amp particular verbal respect anticipated probable deficiency office revenue allude
5897,6140,1840-01-01,opposite inquiry grant government satisfy public
5898,6194,1840-01-01,desirable read bill second time commit pro form intend alteration see new shape
5899,9994,1840-01-01,great advantage derive noble lord postpone late period session position form good judgment subject involve
5900,1861,1840-01-01,consider bind exercise power vest proceed summary manner accord principle precedent order defend privilege strength
5901,5053,1840-01-01,system hit upon present ground complaint get rid thus best interest religion promote
5902,8553,1840-01-01,act th george ii tax april
5903,1990,1840-01-01,give get less haggle much longer term lose everything
5904,2862,1840-01-01,ignorance malice combine induce person give something fee vanity bad passion reader raise outcry general assembly call legislate consultation require consider detail proposition butter cross frontier subject duty last question noble lord perfectly aware renewal charter bank ireland depend entirely different different principle renewal charter bank england depend question price bank question affect safety take converse proposition let refer rule national board religious instruction inform require school keep open certain number hour day week discretion moral literary instruction remain day week set apart give separately religious education child approve clergy respective persuasion literary moral education provide regard day separate religious education exclude school teaching throw separate day subsequently reduce part day
5905,1546,1840-01-01,year
5906,5069,1840-01-01,glad follow example
5907,1293,1840-01-01,lordship consider peculiar ireland place hardly necessary great suffering endure part ireland consequence subdivision land
5908,7983,1840-01-01,hop resolution agree regard practice entangle amendment make committee principle bill lead great
5909,9538,1840-01-01,belief conviction measure sanction religious error particular form religious error way
5910,2778,1840-01-01,deficiency mean improve commercial tariff condition community manchester elsewhere look forward sanguine hope result change propose
5911,6065,1840-01-01,assure
5912,9398,1840-01-01,suppose heaven move bestow send acheron styx move get something something unexpected godsend send send send
5913,6985,1840-01-01,place ultimate appeal aggrieve party apprehend surveyor make extortionate demand remuneration service render undertake perform written agreement question settle elsewhere parte statement
5914,6628,1840-01-01,question discuss calamity bore tax affect pound shilling penny
5915,2108,1840-01-01,noble shrink question
5916,3484,1840-01-01,learn bath
5917,54,1840-01-01,even slight modicum justice refuse labour class
5918,8406,1840-01-01,noble lord time reflection proposition hold agricultural interest prepare restore old tax repeal war
5919,4690,1840-01-01,therefore chief justice compel governor tospare life many offender
5920,7355,1840-01-01,learn anstey observe object word sovereign rome bill
5921,2189,1840-01-01,shire laudable discretion confine sheer merit case
5922,5711,1840-01-01,believe well acquaint feeling countryman hesitation assure apprehension danger public peace
5923,4002,1840-01-01,country
5924,1130,1840-01-01,therefore instruct lord granville follow therefore propose instead general permanent reciprocal search government furnish cruiser employ african station document empower search vessel ship war certain degree latitude longitude
5925,1357,1840-01-01,
5926,6692,1840-01-01,impolicy late regard india china let bear mind present government responsible warfare east
5927,7754,1840-01-01,speak reference increase charge poor rate apprehend propagation pestilence town honour represent
5928,3951,1840-01-01,number compose rank file officer commissioned officer
5929,805,1840-01-01,language work class
5930,7644,1840-01-01,always inform john newport attend duty assiduously lately increase extent originally
5931,2434,1840-01-01,thus express sentiment show part approve measure wherein disapprove conclude express intention voting second reading
5932,7596,1840-01-01,apply country
5933,6427,1840-01-01,felt quarter many different part ireland year resident many give see hear many thing perhaps come observation
5934,2232,1840-01-01,viscount melbourne believe occasion noble marquess refer usual notice give
5935,17,1840-01-01,mean resort common withthat view altogether inefficient
5936,2302,1840-01-01,much catholic altogether wrong alone
5937,9635,1840-01-01,act accord law scotland come parliament ask diem stultify pass act remove doubt act doubt subject
5938,6972,1840-01-01,charge cognizance approval event government russia austria admit warm government well promulgate satisfactory conduct reference occurrence answer charge make much person distinction
5939,1890,1840-01-01,question admission rum india
5940,1302,1840-01-01,desirous know bill mature entertain reasonable expectation government proceed matter year
5941,5935,1840-01-01,noble lord opposite cheer observation time object rule state noble
5942,4740,1840-01-01,trust prove old protective system essentially unsound return good healthy state thing attend attend small pressure distress still believe change bore seed prosperity grounded hope future assign whole course speech agree second reading bill truth change eternal principle noble lord seek move thepurpose faction party disposition show report jacob corn trade baltic state last dantzic wheat measure equal quarter produce twelve barrel flour fit exportation lb majesty queen united kingom great britain ireland majesty king french mutually engage continue prohibition ever slave trade colony possess hereafter possess also prevent far law country permit respective subject engage directly indirectly traffic
5943,2725,1840-01-01,subject consider year
5944,5469,1840-01-01,thompson like know take place spanish government show probability system relaxation
5945,3260,1840-01-01,restoration liberty suggest noble lord obvious alike incompatible interest scinde tranquility india
5946,3064,1840-01-01,find new magistrate appoint day
5947,886,1840-01-01,baronet kind
5948,8482,1840-01-01,agree great principle bill
5949,6932,1840-01-01,gratify resentment stript state church decree issue cloud april nd province urbino ancona rata camerino annex kingdom italy
5950,8557,1840-01-01,ground stated others allege moment subject become matter general observation remarkable cause exception subsequently urge much vehemence even hint time
5951,455,1840-01-01,also resist part bill throw whole expense rate greatly augment
5952,1118,1840-01-01,doubt question connect politics even great leader secede party raise question repeal union scotland
5953,5005,1840-01-01,
5954,7310,1840-01-01,much high important interest involve
5955,4945,1840-01-01,secretary state home department people country sound satisfactory state prosperity
5956,4561,1840-01-01,ready admit law land consist parchment talk law mean law usage society doubt ireland much require way effect change habit usage community
5957,3364,1840-01-01,urge matter majesty government prepare course majesty government adopt adhere present measure propose ground draw line exclude particular class interest render tax unproductive give resolution support yield necessity support political party
5958,2906,1840-01-01,imagine generally act agree bill relative banking pass last year reckon principle restriction issue carry respect monopoly particularly banker ireland scotland
5959,7335,1840-01-01,let preference demand discussion measure possibly pay sufficient attention
5960,8423,1840-01-01,baronet much alive man evil law propose carry helpless matter party allow
5961,8836,1840-01-01,govern
5962,4629,1840-01-01,noble lord oppose measure resist calculate impede advance true religious knowledge contrary vote felt advance truth intermix error still great christian truth way practicably introduce roman catholic population
5963,306,1840-01-01,merely ireland content grievance redress
5964,9322,1840-01-01,
5965,528,1840-01-01,also inform dudley lose l
5966,169,1840-01-01,finsbury
5967,1851,1840-01-01,present great deal time hand well occupy time kindred work eminently fit
5968,1540,1840-01-01,answer question noble marquess quite uninformed give state
5969,8070,1840-01-01,previously objection make measure propose certain school establish support society belong mean society come privy council seek assistance build less capacious aid grant less able still assistance state
5970,7257,1840-01-01,enable levy duty pound derive enormous revenue
5971,38,1840-01-01,certainly
5972,5020,1840-01-01,fairly subject public inquiry
5973,9030,1840-01-01,happen course present session
5974,5277,1840-01-01,hop learn body hope trust thisstill loyal body even hope god much sense duty minister gospel loyal subject sanction proceeding end
5975,5675,1840-01-01,believe noble learn lord know extent carry principle act upon different religious faith numerous mention partake
5976,5696,1840-01-01,rate levy ireland attach utmost importance system immediate commencement levy even full amount yet event relief take place levy make defray expenditure
5977,9329,1840-01-01,lord brougham know point fact take argument town monmouth trial
5978,7916,1840-01-01,noble lord head government call speaker declare lord make amendment invade privilege common speaker clearly give reply carthy confess prepare hear noble lord declare intention support invasion
5979,116,1840-01-01,let assembly jamaica provide adequate remedy evil let take measure secure fair impartial justice ready accede suggestion
5980,4496,1840-01-01,last year decide narrow gauge extend certain degree southward decision evade impunity
5981,4839,1840-01-01,consider compact still binding presume call disregard
5982,708,1840-01-01,negotiation matter still pending
5983,3102,1840-01-01,learn quote report debate occur present session
5984,298,1840-01-01,gallant officer talk great expense incur send men home east indie colony service year expire
5985,6917,1840-01-01,noble viscount read petition follow term petition undersigned british merchant humbly showelh petitioner merchant trader connect british settlement factory northwest coast africa
5986,5154,1840-01-01,liable cultivation merely arrears l
5987,2460,1840-01-01,place either director holder share railway
5988,1054,1840-01-01,baronet make allowance tax gross income make case apply rule professional income much claim ground transitory permanent income
5989,4683,1840-01-01,constitute flourish several generation blessing empire renowned furthest end world great school physical moral science
5990,87,1840-01-01,learn admit proposition
5991,1106,1840-01-01,require passing act title office change also appointment officer rest reduction national debt
5992,6318,1840-01-01,
5993,2172,1840-01-01,inform point
5994,8614,1840-01-01,take opportunity add grant already transmit island barbadoes british association relief distress ireland
5995,4402,1840-01-01,well proper time legislate subject
5996,3072,1840-01-01,action bring lord common occasion action bring time newspaper reprint extract
5997,6913,1840-01-01,visithe sick comfort afflict afford religious consolation want
5998,4078,1840-01-01,justice colony deserve censure noble cast always receive emigrant seek shore utmost hospitality
5999,1033,1840-01-01,state profound peace
6000,9610,1840-01-01,heartily hop pupil expel royal academy moral conduct find taint stain criminality call decisive mark reprobation
6001,2771,1840-01-01,company receive settler surrender liberty price laud already pay sufficiently money
6002,1245,1840-01-01,set forth edict terror people china much even levy specie black mail government
6003,6976,1840-01-01,allow act parliament perhaps satisfactory presently appear order council invest captain elliott power hold supercargo east india company duncombe rise move practice preclude presentation petition subject tax duty
6004,4124,1840-01-01,august last duty wheat
6005,3090,1840-01-01,hear
6006,108,1840-01-01,well audience less enlightened common lord palmerston really surprise minister crown gravely endeavour persuade common anything exception service portion french army algeria russian army possession army continental power remain always time peace country spectively belong ewart place difficulty request suggestion noble earl reason support nothing reasonable ground take
6007,3744,1840-01-01,deduce argument please
6008,146,1840-01-01,contrary maturely consider objection dissenting body believe found truth
6009,2500,1840-01-01,however force adopt course barry
6010,9251,1840-01-01,impression enough country maintain population next harvest come buyer continent continue purchasing corn market ask prospect equivalent importation part
6011,7872,1840-01-01,help however great deal prevail subject also still great extent door
6012,4056,1840-01-01,
6013,4637,1840-01-01,differ
6014,7791,1840-01-01,still aheads seem absent
6015,1502,1840-01-01,year end th april deficiency l jury doubt offend appearance make event next case give damage last case know spirit independence jury country hesitation next case give conduct bring therefore present position proceed sheriff bring bar law bind already hear session fletcher saltoun warden execute writ call bar refuse give pirsoner extend duty whole surface england wale instead confine metropolitan district radius mile round direct asylum license justice visit twice year physician barrister examine license inquire report restraint occupation amusement allow also noble lord make assertion long period year croker office noble lord probably receive answer prevent repeat attack let world live year mean importation america canada easy hamilton regret deeply appeal disregard entertain believe subject approach great desire promote arrangement sanguine enough believe satisfactory arrive find deponent far stated apply kemmis crown solicitor consent kemmis refuse peel reply majesty government always prepare fulfil engagement foreign nation require nation fulfil engagement country reason like know ask however action bring witness something oath court queen bench lord chief justice call plaintiff attorney ask account action bring reply account defendant lord chief justice commit contempt
6016,1675,1840-01-01,speech colquhoun deliver bench side find scarcely complete seconder
6017,4772,1840-01-01,way noble lord fulfil engagement waitangi treaty
6018,3519,1840-01-01,agree
6019,4641,1840-01-01,child educate
6020,2994,1840-01-01,
6021,5640,1840-01-01,neither
6022,3817,1840-01-01,mere machine execute process court
6023,3101,1840-01-01,grievance admit exist attempt make remedy call additional force look upon great jealousy country
6024,1366,1840-01-01,prefer interest ireland interest italy
6025,4478,1840-01-01,consider feeling body clergy sentiment citizen london public large bounden duty give subject best attention
6026,7576,1840-01-01,sandwich lindsay
6027,5151,1840-01-01,admit direct tax
6028,1656,1840-01-01,speech amount lord bore currency question
6029,2868,1840-01-01,ask tax man estate lay mayo reside cork
6030,4843,1840-01-01,last year enough building order due supply line battle ship first class steamer
6031,8494,1840-01-01,find little difficulty trace connection publication socialist
6032,3475,1840-01-01,opposite refer necessity irish bank keep gold
6033,8676,1840-01-01,majority proprietor elgin majority town council also petition minister crown appointment person favour previously transmit memorial
6034,701,1840-01-01,navy permit increase force cost
6035,6106,1840-01-01,substitute possible labour landlord occupier
6036,3554,1840-01-01,bill
6037,7792,1840-01-01,specimen national remarkable specimen unwholesome influence local patron commit charge appoint national hardly conceive month waste bill suppose mature measure rather push government vexatious opposition prolix unnecessary discussion part common official statistic precipitate term alter noble lord speak ask noble lord consent adjournment order advantage know oath resolution intend stand result west hiding enable foreign prince become consort majesty love sport sufficient inducement party engage lay bet enforce court law satisfy day come man look general object legislation government hitherto assume still willing assume native title fairly government reserve inquire redress injury prove commit necessary government way party purchase land excellency even present moment inform pay call question materiel store dockyard believe enough last year induce minister dockyard well supply store men officer good conscience satisfaction observe working criminal law punishment inflict able afford knowledge conduct fault find bar criminal
6038,4888,1840-01-01,include sum l
6039,9671,1840-01-01,former mint master lax duty sufficiently aware fact save time trade commerce save money voice country call men assume rein government ashamed announce principle religion truckle party manfully assert straight forward manner principle policy turn leave pick stray vote determine stand fall precarious support party hold nothing common talent affair great nation demand general soundness principle practical usefulness statesman first amount place disposal privy council exceed next advanced far extended charge attach government country objection wish leave alone exercise religious feeling return interfere affair point fact least interest magnitude subject bring discussion importance crisis call come decision fully justify length noble lord secretary state home department fair person never saw owen day wait put hand petition present new poor law equally extreme malthusian law doctrine economist resist application english poor law ireland repeal country indeed case admit parliament interfere existing company case instance refer undoubtedly fact know nothing fully justify common enter grave inquiry order ascertain thing cradle grave care legislature accord testimony best care prove evil well country introduce measure reduce area taxation adjust arrears rate deal land leave waste read despatch noble duke laud illustrious service illustrious character deserve read despatch little zealously soon perceive different represent fruit legislative wisdom last session parliament arm bill andwith regard case slave surinam imaum muscat regard also conduct general donnell charge improper conduct part consul repeat general knowledge absence whole detail give full satisfactory answer desire trust suppose neglectful honour interest country take erroneous explanation condition give object desirable attain viscount palmerston wish give amount compensation give merchant want proper facility apparatus book paper requisite infant tuition regard also union th clause insert union alter poor law consent board guardian previously require saw double injury operative augment value food diminish amount employment saw inevitable blow inflict agricultural advancement ireland find scene change noble lord wish maintain established church yet tell confidence church believe give faith sake shilling shilling present get back flour exchange good america send english warehouse great course determine adopt adverse lord russell already state take third reading loan discount bill friday difficult conceive unpopular rule class subject ameer scinde feeling disguise many fervent hope hear express part country forerunner conquest advance guard conquer army want bring tranquillity ireland little revolution possible believe leave way try courtmartial execute form bill read first second ferguson hop noble lord withdraw opposition present allow bill committee opportunity resist obnoxious provision prelate bishop exeter overstate contend analogy allowance queen dowager give prince prince youth likely receive long period year majesty queen dowager advance life finsbury withdraw amendment end defeat object original office require large military force keep ireland free disturbance present government proud boast preserve ireland state tranquillity troop external force simply hold confidence affection people montrose calculate make unfavourable impression public assertion knowledge evidence withhold rajah hour ignorance charge condemn disperse military body country find formidable mischief assemblage form difficult deal ordinary population practical advantage resolution meet evil point much force peel hope bear mind speech deliver subject mean speech observe whole consumption country lb able show lordship maintenance privilege long enjoy productive good community large event dangerous regard canada assembly parliament constitute great majority well affect crown interest british empire man income derive funded landed property bore similarity derive industry exercise professional talent hawes glad fact sum much near provide understand require expect report subject soon make government malta measure learn regard trade certainly wrong commerce bill liable evasion fraud end toll stade originally grow permission degree sanction early emperor germany town subject complain due notice measure give people ireland believe hardly book report contain case kind expense suitor enormous independent delay always lamentable counsel judge disagree purpose move committee inquire legality warrant view frame act necessary improvement present law like see clause pass relieve present anomalous position call upon committee decide case fact know nothing remain week week afterwards always great cause misery ireland identity england experience road trustee large never trust ledhim conclusion saving expenditure new management much great learn bath dispose many objection mention instance come immediate knowledge accuracy vouch late lord sydenham propose remit duty agree trade border far imperial parliament concern leave entirely free therefore prepare assent proposal reference question equality impost subject country mind already course thus adopt best candid take give guarantee future government new zealand therefore call intimation make government question hint try vote simple contract debt state perfectly unnecessary state prince albert protestant descend protestant family come james graham enlistment bill state first place believe full information question relate irish fishery already table slave trader put guard ask slave trader time find plan stratagem way officer discover stratagem object bill introduce new principle law simply give efficiency principle existing law already recognize profess provide lapse time become utterly nugatory second magistrate send tralee consequence constant amongt fisherman quarter local magistrate personal interest fishery unable settle sure petitioner object similar reward confer troop serve bravely egypt elsewhere litigation parish always result cut claim rector free large number inhabitant charge seek make perfectly satisfy express time godson beg call attention situation committee stand state also author benefit public loser forgetthat last time whole throne equally important occasion uphold altar lordship less anxious express support throne perilous part war country commencement get strength together put forth force meeting menace active defence briton keep war shore england absolutely regulate politics expenditure country heaven lord appear obligation oath violate give assent measure found principle uphold roman catholic religion necessary consequence authority pope head church kingdom
6040,1256,1840-01-01,supply bill issue payable bearer deficiency bill payable governor company bank england order
6041,8382,1840-01-01,admit large confine simply paper lordship table resolution deny balance exchequer diminish period refer april april
6042,2693,1840-01-01,noble secretary colony call last night explain appoint frost magistracy speech make different public meeting
6043,3837,1840-01-01,indeed confidence people shake country
6044,6826,1840-01-01,memorial eminent banker london allude day ago
6045,4750,1840-01-01,osborne express intention resist supply question bring
6046,1333,1840-01-01,resistance great object life admit many wise good men felt inconsistent duty even professed regard interest church england remove certain hitherto press roman catholic call noble prime minister england act spirit illustrious ancestor resist measure object tendency believe equally include bill namely degradation church england humiliation final ascendancy church rome sanford person bar ask take proceeding third action answer fourth action yes great deal
6047,8637,1840-01-01,carnac permit rajah remain throne exercise royal authority remain connexion british government sign document
6048,7690,1840-01-01,propose tax cordial support
6049,3517,1840-01-01,opposite disclaim night
6050,2457,1840-01-01,know military force employ ireland far unpalatable displease even consider class measure contrary popular ireland increase military strength
6051,700,1840-01-01,large sum
6052,8713,1840-01-01,therefore
6053,6697,1840-01-01,gallant opposite see cause allege dismissal
6054,2122,1840-01-01,let fairly consider piscatory conduct april
6055,5746,1840-01-01,palmer rise correct certain error statement
6056,5839,1840-01-01,question allow remain present vague unexplained state
6057,3191,1840-01-01,lordship protest oppose claim monopoly information affair ireland monopoly patriotism
6058,6755,1840-01-01,none rise explain nefarious system
6059,7324,1840-01-01,answer orange flag whig yorkshire always band together
6060,2275,1840-01-01,part take respect irish business conduct respect property ireland sufficiently exculpate charge want feeling relieve distress ireland least fact connect property union intend relieve propose grant sufficient prove sincerity course prepare take respect present measure
6061,8570,1840-01-01,get act legislature provide additional power security
6062,5022,1840-01-01,inglis entitle compliment new yet justice even rise follow
6063,1971,1840-01-01,napier argument use
6064,314,1840-01-01,case also party appear material expense able come formerly appear opposition private enclosure bill appoint bill make report case proceed decide
6065,2258,1840-01-01,proposition noble lord tiverton viscount palmerston relax law impede private endowment doubt improvement benefit far absolutely requisite conciliatory measure insufficient
6066,4493,1840-01-01,child stand prayer rugby great public school
6067,2722,1840-01-01,let suppose court queen bench persevere issue process opposition injunction court chancery
6068,921,1840-01-01,endeavour preserve preserve far public peace act entitle ask confidence
6069,5342,1840-01-01,state barrack adjoin metropolis
6070,802,1840-01-01,legislative measure propose government speak fitting present
6071,4092,1840-01-01,assume guilty
6072,6900,1840-01-01,exaggerated way put question
6073,2983,1840-01-01,hop government take matter sure
6074,6271,1840-01-01,consider question attentively fully carry carry particular neglect
6075,8387,1840-01-01,desire rank amalgamate lieutenant
6076,7450,1840-01-01,commission inquire relation landlord tenant
6077,6078,1840-01-01,wish point view take anxious warrant party suppose compel attend committee common assemble present session parliament contend valid even existing warrant purpose
6078,7641,1840-01-01,look forward
6079,6591,1840-01-01,fully sensible advanced period session fatigue july legislation overcome energy impossible succeed rouse dormant attention excite waste energy favour particular subject
6080,7751,1840-01-01,hear state country french government year revolution exceptional state expend l
6081,14,1840-01-01,well happy see west india line answer even well present time
6082,1246,1840-01-01,railway bill mention excite smile
6083,6767,1840-01-01,ask young speak present debate express somewhat announce
6084,8456,1840-01-01,certainly divide committee resolution afterwards report well first second third reading bill
6085,6087,1840-01-01,person indict murder
6086,4188,1840-01-01,well make war fellow citizen proceeding look war likely cause civil war look present condition ireland saw armed men army navy armed police take military possession country maintain keep country deny justice bind express pernicious policy
6087,9336,1840-01-01,great argument excite bad blood landlord tenant
6088,8433,1840-01-01,government situation dispute distress remedy press attention
6089,1830,1840-01-01,nobody feel fact make trade unhappy business
6090,6105,1840-01-01,point lead foundation question wish put noble
6091,338,1840-01-01,let ask cause frequent change take place bench opposite reform bill
6092,927,1840-01-01,land word consider hand bailiff sell certain time matter term
6093,2970,1840-01-01,occupy l
6094,1091,1840-01-01,short use depend anything exertion trust even loaf bread abandon exertion altogether
6095,9296,1840-01-01,merely criticise ask inquiry last month ask consider relation ireland period union
6096,3054,1840-01-01,
6097,4801,1840-01-01,baronet robert peel state sound view respect trade commerce particularly clearness manner state sound principle law wood lament
6098,4521,1840-01-01,well sincerely hop believe effect measure clergy church england believe clergy
6099,7030,1840-01-01,cause bring officer damage lay regard action let assert privilege
6100,9825,1840-01-01,state proceed speaker allege act order
6101,9539,1840-01-01,noble lord speak fervid term special service exertion restrain useless expense forget service render score bad period conceive plan time suffer much distress believe opening edifice greatly conduce public benefit regret step take purpose
6102,8729,1840-01-01,case
6103,7540,1840-01-01,therefore ample temptation enter general discussion poor law become duty avoid tempting opportunity content unchanged present poor law offer facility relief industrious unfortunate poor country entitle
6104,6904,1840-01-01,baronet first lord treasury open financial statement state time arrive interest country property call upon bear burden state
6105,1028,1840-01-01,complain common previous knowledge item expenditure department stamp custom part believe facilitate transaction public business common examine detail salary surveyor similar officer
6106,6120,1840-01-01,promotion also irish fishery tend materially ameliorate condition poor class people
6107,8209,1840-01-01,last error refer strange
6108,5112,1840-01-01,know government apt present perhaps less former duty minister crown first obtain retain majority
6109,8305,1840-01-01,firm pay much l
6110,1088,1840-01-01,provoke example noble lord
6111,7327,1840-01-01,want
6112,8075,1840-01-01,spend interval fortify confirm previous reading authority struggle behalf privilege common pass reading eminent judicial authority favour opposite position mean judgment learn person decide case court queen bench retire careful perusal important ments full perfect conviction power authority claim judge inconsistent privilege judgment come variance principle
6113,2091,1840-01-01,next act pass
6114,3653,1840-01-01,give merit troop embark pretend
6115,2877,1840-01-01,man order custody general rule keep convenient proper place
6116,7333,1840-01-01,peel preclude rule answer
6117,2331,1840-01-01,refer portion petition beg permission allude moment conduct protestant brother ulster last month
6118,10,1840-01-01,never noble career open british minister never british minister fling away chance fortune
6119,7320,1840-01-01,
6120,7073,1840-01-01,indeed great part land colony practically valueless even low price
6121,8386,1840-01-01,concern statuteof show pass false principle intend safeguard attack church departure theretofore spirit presbyterian scotland roman catholic ireland promoter endeavour introduce civilized country day law uncharitable severity operation injurious real piety charity obstinate cunning ever able defeat trust attach weight argument suffer attention draw away law apply state society different henry richards come life extremely puzzle know value word mortmain
6122,5742,1840-01-01,monstrous large property pay mere nothing weight burden rest poor farmer perhaps ill able pay
6123,137,1840-01-01,
6124,4630,1840-01-01,officer elect
6125,2470,1840-01-01,object greatly desire building church hendon parish mile mother church tell inhabitant
6126,3689,1840-01-01,precedent late period
6127,9806,1840-01-01,definition residence give act bring
6128,7011,1840-01-01,far
6129,1676,1840-01-01,gigantic injustice corn law throw shade many evil near home
6130,4427,1840-01-01,important diocese northampton warwick leicester nottingham derby cheshire west riding yorkshire inspector state four school find attendance child capable school seventh full
6131,3699,1840-01-01,framer bill state ground bring forward explain grievance intend remedy
6132,9628,1840-01-01,whole colonial system require revision noble lord purpose extend embrace inquiry mode effect colonial government generally sition receive hume cordial support
6133,3189,1840-01-01,already twice address great length subject confine declare generally far measure abate discussion take place gain additional strength
6134,4073,1840-01-01,gallant satisfy assurance matter arrange treaty violate
6135,6920,1840-01-01,commend persuade provide due adequate reward literature career raise social scale adorn mark public gratitude bestow merely cultivate literature personal boon nation large public blessing
6136,8453,1840-01-01,multiply case ship come observation charge duty senior officer foo enough give idea effect climate
6137,986,1840-01-01,take ground deny parliament educate people
6138,1196,1840-01-01,small sum colonial chaplain colombo galle
6139,9473,1840-01-01,hold hand answer chancellor exchequer application make leggatt behalf street august
6140,6823,1840-01-01,important great deference entertain elsewhere consider twofold point view first religious point view secondly social expediency side grave
6141,1853,1840-01-01,unity light common revelation opponent absence regard system education pursue church education society people full confidence candour integrity clergy attempt make proselytise child intrinsic influence simple knowledge scripture
6142,9,1840-01-01,also refer lord rector bearer university call subscribe
6143,8800,1840-01-01,ready admit income derive duty corn impossible calculate precision
6144,4660,1840-01-01,desirable subject consider full late period evening
6145,5833,1840-01-01,great argument rely debate interfere manufacturer factory operative great mischief likely nay certain produce legislature allow work class constantly excite expectation great change bring state perfection
6146,1694,1840-01-01,give merely cite high military authority prove lord auckland guilty blunder injustice
